model,ins_id,param_id,length,format,num,correct,order,total_score
gemini-3-pro-preview,1,2,120,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,1,3,120,0.0,0.0,0.25,0.0,0.075
gemini-3-pro-preview,1,4,120,0.0,0.0,0.10000000000000002,0.5,0.13
gemini-3-pro-preview,2,0,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,2,1,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,2,2,120,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,2,3,120,0.0,0.0,0.25,0.0,0.075
gemini-3-pro-preview,2,4,120,0.0,0.0,0.10000000000000002,0.5,0.13
gemini-3-pro-preview,3,0,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,3,1,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,3,2,120,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,3,3,120,0.0,0.0,0.25,0.0,0.075
gemini-3-pro-preview,3,4,120,0.0,0.0,0.10000000000000002,0.5,0.13
gemini-3-pro-preview,4,0,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,4,1,120,0.0,0.0,0.0,0.5,0.1
gemini-3-pro-preview,4,2,120,0.0,0.0,0.5,0.0,0.15
gemini-3-pro-preview,4,3,120,0.0,0.0,0.25,0.0,0.075
gemini-3-pro-preview,4,4,120,0.0,0.0,0.10000000000000002,0.5,0.13
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,3,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,3,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,3,0.0,0.0,0.8333333333333334,1.0,0.45
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,3,0.0,0.0,0.125,0.5,0.1375
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,3,0.75,1.0,1.0,1.0,0.95
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,3,0.75,1.0,1.0,1.0,0.95
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,3,0.0,0.0,0.5,1.0,0.35
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,3,0.0,0.0,0.8333333333333334,1.0,0.45
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,3,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,3,0.5,1.0,0.10000000000000002,0.5,0.53
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,3,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,3,0.0,0.0,0.75,1.0,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,3,0.5,1.0,0.8333333333333334,1.0,0.85
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,3,0.5,1.0,1.0,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,3,0.5,1.0,1.0,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,3,0.0,0.0,1.0,0.0,0.3
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,3,0.0,0.0,0.75,1.0,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,3,0.0,0.0,0.8333333333333334,1.0,0.45
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,3,0.5,1.0,0.125,0.5,0.5375
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,3,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,3,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,3,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,3,0.75,1.0,0.8333333333333334,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,3,0.75,1.0,1.0,1.0,0.95
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,3,0.5,1.0,1.0,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,6,0.0,0.0,0.5,0.5,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,6,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,6,0.0,0.0,1.0,0.0,0.3
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,6,0.75,1.0,0.0,0.5,0.55
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,6,0.5,1.0,0.9,1.0,0.8699999999999999
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,6,0.0,0.0,0.5,0.5,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,6,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,6,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,6,0.0,0.0,1.0,0.0,0.3
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,6,0.5,1.0,0.9,1.0,0.8699999999999999
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,6,0.0,0.0,0.5,0.5,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,6,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,6,0.75,1.0,0.8333333333333334,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,6,0.75,1.0,0.875,1.0,0.9125
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,6,0.0,0.1333333333333333,0.9,1.0,0.51
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,6,0.0,0.0,0.5,0.5,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,6,0.5,1.0,1.0,0.0,0.7
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,6,0.5,1.0,0.0,0.5,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,6,0.0,0.0,0.875,1.0,0.4625
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,6,0.0,0.06666666666666665,0.9,1.0,0.49000000000000005
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,6,0.0,0.0,0.5,0.5,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,6,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,6,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,6,0.75,1.0,0.875,1.0,0.9125
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,6,0.0,0.06666666666666665,0.9,1.0,0.49000000000000005
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,13,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,13,1.0,1.0,0.5,1.0,0.85
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,13,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,13,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,13,0.5,1.0,0.9,1.0,0.8699999999999999
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,13,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,13,0.0,0.0,0.75,1.0,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,13,0.0,0.0,0.6666666666666666,1.0,0.4
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,13,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,13,0.0,0.26666666666666666,0.4000000000000001,1.0,0.4
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,13,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,13,0.0,0.0,0.5,1.0,0.35
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,13,0.0,0.0,0.8333333333333334,1.0,0.45
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,13,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,13,0.5,1.0,0.9,1.0,0.8699999999999999
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,13,0.75,1.0,0.5,0.5,0.7
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,13,0.75,1.0,0.5,1.0,0.8
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,13,0.75,1.0,0.8333333333333334,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,13,0.5,1.0,0.75,1.0,0.825
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,13,0.5,1.0,0.0,0.5,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,13,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,13,0.0,0.0,0.5,1.0,0.35
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,13,0.0,0.0,0.6666666666666666,1.0,0.4
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,13,0.0,0.0,1.0,1.0,0.5
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,13,0.5,1.0,0.9,1.0,0.8699999999999999
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,28,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,28,1.0,1.0,0.25,0.5,0.675
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,28,1.0,1.0,0.6666666666666666,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,28,1.0,1.0,0.75,1.0,0.925
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,28,1.0,1.0,0.4000000000000001,1.0,0.82
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,28,1.0,1.0,0.5,0.5,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,28,0.0,1.0,0.25,0.5,0.475
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,28,1.0,1.0,0.8333333333333334,1.0,0.95
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,28,0.5,1.0,0.375,1.0,0.7125
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,28,1.0,1.0,0.6999999999999998,1.0,0.9099999999999999
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,28,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,28,1.0,1.0,0.25,0.5,0.675
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,28,1.0,1.0,0.6666666666666666,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,28,1.0,1.0,0.625,1.0,0.8875
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,28,1.0,1.0,0.6999999999999998,1.0,0.9099999999999999
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,28,1.0,1.0,0.5,0.5,0.75
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,28,1.0,1.0,0.25,0.5,0.675
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,28,1.0,1.0,0.5,1.0,0.85
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,28,0.75,1.0,0.75,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,28,1.0,1.0,0.8000000000000002,1.0,0.9400000000000001
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,28,0.75,1.0,1.0,1.0,0.95
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,28,1.0,1.0,0.25,0.5,0.675
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,28,1.0,1.0,0.8333333333333334,1.0,0.95
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,28,0.75,1.0,0.75,1.0,0.875
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,28,1.0,1.0,0.6999999999999998,1.0,0.9099999999999999
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,60,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,60,0.0,1.0,0.5,1.0,0.65
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,60,0.0,1.0,0.6666666666666666,1.0,0.7
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,60,0.0,0.5833333333333334,0.25,0.0,0.25
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,60,0.75,1.0,0.4000000000000001,1.0,0.77
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,60,0.0,1.0,0.0,0.5,0.4
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,60,0.75,1.0,0.5,1.0,0.8
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,60,0.0,0.0,0.16666666666666666,0.5,0.15
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,60,0.0,1.0,0.25,1.0,0.575
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,60,0.0,1.0,0.5,1.0,0.65
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,60,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,60,1.0,1.0,0.25,0.5,0.675
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,60,1.0,1.0,0.8333333333333334,1.0,0.95
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,60,1.0,1.0,0.25,1.0,0.775
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,60,1.0,1.0,0.4000000000000001,1.0,0.82
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,60,0.75,1.0,0.0,0.5,0.55
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,60,0.0,1.0,0.25,0.5,0.475
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,60,1.0,1.0,0.3333333333333333,1.0,0.8
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,60,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,60,0.75,1.0,0.4000000000000001,1.0,0.77
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,60,0.75,1.0,0.0,0.5,0.55
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,60,1.0,1.0,0.5,1.0,0.85
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,60,1.0,1.0,0.6666666666666666,1.0,0.9
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,60,1.0,1.0,0.25,1.0,0.775
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,60,1.0,1.0,0.3,1.0,0.79
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,120,0.0,1.0,0.0,0.5,0.4
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,120,0.75,1.0,0.0,0.5,0.55
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,120,0.0,0.5555555555555556,0.0,0.5,0.2666666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,120,1.0,0.5833333333333334,0.125,0.5,0.5125
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,120,1.0,0.6,0.0,0.5,0.48
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,120,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,120,0.75,1.0,0.0,0.5,0.55
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,120,1.0,0.6,0.0,0.5,0.48
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,120,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,120,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,120,0.0,0.3333333333333333,0.0,0.5,0.2
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,120,0.75,1.0,0.0,0.5,0.55
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,120,1.0,0.6,0.0,0.5,0.48
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,120,1.0,1.0,0.0,0.5,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,120,0.0,0.4444444444444445,0.0,0.5,0.23333333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,120,0.0,0.0,0.0,0.5,0.1
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,120,1.0,0.6,0.0,0.5,0.48
gemini-2.5-pro,0,0,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,1,3,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,0,2,3,0.0,0.11111111111111109,0.16666666666666666,0.5,0.18333333333333332
gemini-2.5-pro,0,3,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,4,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,0,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,1,3,0.0,0.5,0.75,1.0,0.575
gemini-2.5-pro,1,2,3,0.0,0.11111111111111109,0.16666666666666666,0.5,0.18333333333333332
gemini-2.5-pro,1,3,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,4,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,0,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,1,3,0.0,0.16666666666666666,0.25,0.5,0.225
gemini-2.5-pro,2,2,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,3,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,4,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,0,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,1,3,0.0,0.16666666666666666,0.25,0.5,0.225
gemini-2.5-pro,3,2,3,0.0,0.11111111111111109,0.16666666666666666,0.5,0.18333333333333332
gemini-2.5-pro,3,3,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,4,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,0,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,1,3,0.0,0.5,0.75,1.0,0.575
gemini-2.5-pro,4,2,3,0.0,0.11111111111111109,0.16666666666666666,0.5,0.18333333333333332
gemini-2.5-pro,4,3,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,4,3,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,0,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,1,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,2,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,3,6,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,0,4,6,0.0,0.06666666666666665,0.10000000000000002,0.5,0.15
gemini-2.5-pro,1,0,6,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,1,1,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,2,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,3,6,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,1,4,6,0.0,0.06666666666666665,0.10000000000000002,0.5,0.15
gemini-2.5-pro,2,0,6,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,2,1,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,2,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,3,6,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,2,4,6,0.0,0.06666666666666665,0.10000000000000002,0.5,0.15
gemini-2.5-pro,3,0,6,0.0,0.3333333333333333,0.5,0.5,0.35
gemini-2.5-pro,3,1,6,0.0,0.16666666666666666,0.25,0.5,0.225
gemini-2.5-pro,3,2,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,3,6,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,3,4,6,0.0,0.06666666666666665,0.10000000000000002,0.5,0.15
gemini-2.5-pro,4,0,6,0.0,0.3333333333333333,0.5,0.5,0.35
gemini-2.5-pro,4,1,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,2,6,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,3,6,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,4,4,6,0.0,0.06666666666666665,0.10000000000000002,0.5,0.15
gemini-2.5-pro,0,0,13,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,0,1,13,0.0,0.16666666666666666,0.25,0.5,0.225
gemini-2.5-pro,0,2,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,3,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,4,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,0,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,1,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,2,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,3,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,4,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,0,13,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,2,1,13,0.0,0.3333333333333333,0.5,1.0,0.45
gemini-2.5-pro,2,2,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,3,13,0.0,0.5833333333333334,0.875,1.0,0.6375
gemini-2.5-pro,2,4,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,0,13,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,3,1,13,0.0,0.3333333333333333,0.5,1.0,0.45
gemini-2.5-pro,3,2,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,3,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,4,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,0,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,1,13,0.0,0.16666666666666666,0.25,0.5,0.225
gemini-2.5-pro,4,2,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,3,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,4,13,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,0,28,0.0,0.3333333333333333,0.5,0.5,0.35
gemini-2.5-pro,0,1,28,0.0,0.3333333333333333,0.5,1.0,0.45
gemini-2.5-pro,0,2,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,3,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,4,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,0,28,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,1,1,28,0.0,0.16666666666666666,0.25,0.5,0.225
gemini-2.5-pro,1,2,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,3,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,4,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,0,28,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,2,1,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,2,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,3,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,4,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,0,28,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,3,1,28,0.0,0.16666666666666666,0.25,0.5,0.225
gemini-2.5-pro,3,2,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,3,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,4,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,0,28,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,4,1,28,0.0,0.3333333333333333,0.5,1.0,0.45
gemini-2.5-pro,4,2,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,3,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,4,28,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,0,60,0.0,0.3333333333333333,0.5,0.5,0.35
gemini-2.5-pro,0,1,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,2,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,3,60,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,0,4,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,0,60,0.0,0.3333333333333333,0.5,0.5,0.35
gemini-2.5-pro,1,1,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,2,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,3,60,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,1,4,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,0,60,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,2,1,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,2,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,3,60,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,2,4,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,0,60,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,3,1,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,2,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,3,60,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,3,4,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,0,60,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,4,1,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,2,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,3,60,0.0,0.08333333333333333,0.125,0.5,0.1625
gemini-2.5-pro,4,4,60,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,0,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,1,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,2,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,3,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,0,4,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,0,120,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,1,1,120,0.0,0.3333333333333333,0.5,1.0,0.45
gemini-2.5-pro,1,2,120,0.0,0.0,0.0,0.5,0.1
