model,ins_id,param_id,length,correct,num_text,ori,format,total_score
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,3,0.75,0.5333333333333334,1.0,1.0,0.8333333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,3,0.75,0.0,0.0,0.6,0.3
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,3,0.8125,0.2666666666666667,1.0,0.8,0.7291666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,3,0.75,1.0,0.5,0.3,0.625
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,3,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,3,1.0,0.0,0.48333333333333334,0.3,0.42000000000000004
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,3,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,3,0.75,0.0,0.5,0.3,0.375
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,3,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,3,0.8125,0.0,1.0,0.8,0.6625
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,3,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,3,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,6,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,6,0.75,0.5333333333333334,1.0,1.0,0.8333333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,6,1.0,0.5333333333333334,0.96875,1.0,0.8739583333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,6,1.0,1.0,1.0,1.0,1.0
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,6,1.0,0.5333333333333334,0.5,0.6,0.6333333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,6,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,6,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,6,1.0,0.5333333333333334,0.3,0.3,0.49833333333333335
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,6,0.5,0.5333333333333334,0.0,0.5,0.35833333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,6,1.0,1.0,0.5,0.3,0.675
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,6,0.7361111111111112,1.0,0.4166666666666667,0.3,0.5972222222222222
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,6,0.6666666666666666,0.5333333333333334,0.0,0.5,0.3916666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,6,1.0,0.2666666666666667,0.5,0.3,0.4916666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,6,0.75,1.0,0.4166666666666667,0.3,0.6
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,6,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,6,1.0,0.5333333333333334,0.5,0.6,0.6333333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,6,0.75,0.0,0.4930555555555556,0.3,0.3729166666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,6,0.5,0.5333333333333334,0.0,0.5,0.35833333333333334
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,6,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,6,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,6,0.6666666666666666,0.5333333333333334,0.0,0.5,0.3916666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,13,0.65625,0.64,0.9285714285714285,1.0,0.8198214285714286
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,13,0.5625,0.64,1.0,1.0,0.8225
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,13,0.84765625,1.0,0.9833333333333334,0.8,0.9145312499999999
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,13,0.5625,1.0,0.0,1.0,0.6125
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,13,0.859375,0.64,0.978835978835979,0.8,0.8255257936507936
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,13,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,13,0.1875,0.32,0.0,0.5,0.2425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,13,0.703125,1.0,0.5,0.3,0.615625
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,13,1.0,0.0,0.5,0.3,0.425
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,13,0.91015625,0.64,0.5,0.3,0.56703125
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,13,0.1875,0.32,0.0,0.5,0.2425
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,13,0.65625,0.48,0.5,0.3,0.47625
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,13,0.1875,0.32,0.0,0.5,0.2425
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,13,0.28125,0.48,0.0,0.3,0.25125000000000003
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,13,0.65625,1.0,0.5,0.3,0.60625
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,13,0.75,0.32,0.0,0.6,0.38
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,13,0.1875,0.32,0.0,0.5,0.2425
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,13,0.84765625,1.0,1.0,0.8,0.91953125
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,13,0.46875,0.32,0.0,0.6,0.32375
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,13,0.65625,0.32,0.0,0.6,0.36124999999999996
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,13,0.65625,0.32,0.0,0.6,0.36124999999999996
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,13,0.65625,0.32,0.0,0.6,0.36124999999999996
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,13,0.89453125,0.0,0.9697966507177034,0.6,0.619845245215311
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,13,0.65625,0.32,0.0,0.6,0.36124999999999996
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,13,0.71875,0.32,0.0,0.6,0.37374999999999997
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,28,0.4642857142857143,0.2666666666666667,0.0,0.6,0.30952380952380953
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,28,0.42857142857142855,0.6666666666666667,0.9333333333333332,1.0,0.7823809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,28,0.5544217687074829,0.4,0.8952380952380952,0.8,0.6794557823129251
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,28,0.5535714285714286,0.6666666666666667,0.0,0.6,0.42738095238095236
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,28,0.6757369614512472,0.2666666666666667,0.9663299663299663,0.8,0.691713048855906
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,28,0.6162131519274376,0.4,0.5,0.3,0.44824263038548756
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,28,0.8832199546485261,0.6666666666666667,0.5,0.3,0.5683106575963719
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,28,0.8622448979591837,1.0,0.5,0.3,0.6474489795918368
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,28,0.5102040816326531,0.2666666666666667,0.5,0.3,0.3937074829931973
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,28,0.8860544217687074,0.6666666666666667,0.5,0.3,0.5688775510204082
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,28,0.2857142857142857,0.6666666666666667,0.0,0.3,0.2988095238095238
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,28,0.5532879818594104,0.4,0.41935483870967744,0.3,0.41146404798478536
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,28,0.8622448979591837,1.0,0.5,0.3,0.6474489795918368
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,28,0.5328798185941044,0.1333333333333333,0.4916666666666667,0.3,0.36240929705215424
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,28,0.4812925170068027,0.6666666666666667,0.5,0.3,0.4879251700680272
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,28,0.39285714285714285,0.2666666666666667,0.0,0.6,0.29523809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,28,0.4642857142857143,0.2666666666666667,0.0,0.6,0.30952380952380953
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,28,0.6043083900226758,0.4,0.9513888888888888,0.8,0.7062783446712018
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,28,0.5892857142857143,0.2666666666666667,0.0,0.6,0.33452380952380956
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,28,0.8134920634920635,0.0,0.9961240310077519,0.8,0.6615356220007383
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,28,0.5714285714285714,0.2666666666666667,0.0,0.6,0.33095238095238094
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,28,0.5,0.2666666666666667,0.0,0.6,0.3166666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,28,0.6425736961451247,0.0,0.8694029850746269,1.0,0.639335634751413
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,28,0.5357142857142857,0.2666666666666667,0.0,0.6,0.3238095238095238
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,28,0.5668934240362812,0.0,0.9691358024691358,0.8,0.6041194255479969
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,60,0.265625,0.5714285714285714,0.9565217391304349,1.0,0.7329386645962733
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,60,0.359375,0.0,0.8709677419354839,1.0,0.5831653225806452
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,60,0.4401041666666667,1.0,0.8613861386138613,1.0,0.8464366749174917
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,60,0.4898003472222222,0.22857142857142856,0.8706896551724137,0.7,0.5913098231390257
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,60,0.6102430555555555,0.34285714285714286,0.48761261261261263,0.3,0.4290466806091806
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,60,0.4375,1.0,0.48648648648648646,0.3,0.558445945945946
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,60,0.7266710069444444,0.6857142857142857,0.5,0.3,0.5417627728174603
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,60,0.6303168402777778,0.6857142857142857,0.5,0.3,0.522491939484127
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,60,0.5616319444444444,0.6857142857142857,0.5,0.3,0.5087549603174603
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,60,0.5947265625,0.5714285714285714,0.5,0.3,0.4868024553571429
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,60,0.25,0.22857142857142856,0.0,0.5,0.23214285714285712
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,60,0.328125,0.22857142857142856,0.0,0.5,0.24776785714285712
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,60,0.2370876736111111,0.5714285714285714,0.4772727272727273,0.3,0.40845649576118326
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,60,0.4453125,0.6857142857142857,0.5,0.3,0.48549107142857145
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,60,0.7318793402777778,0.5714285714285714,0.5,0.3,0.5142330109126985
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,60,0.296875,0.6857142857142857,0.9310344827586207,1.0,0.7601139162561577
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,60,0.484375,0.0,0.9154929577464789,0.7,0.5465228873239436
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,60,0.4465060763888889,1.0,0.8151515151515151,0.5,0.7088466698232323
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,60,0.1171875,0.22857142857142856,0.0,0.5,0.2055803571428571
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,60,0.5949435763888888,0.0,0.8952702702702702,0.7,0.5625697963588588
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,60,0.53125,0.22857142857142856,0.0,0.5,0.2883928571428571
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,60,0.4546440972222222,0.0,0.935064935064935,0.7,0.546448299963925
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,60,0.5134548611111112,0.0,0.8299418604651163,0.7,0.5266735303617571
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,60,0.4480251736111111,0.0,0.4817073170731707,0.3,0.30911722984417345
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,60,0.6229383680555555,0.0,0.9662623095120207,0.8,0.6144663664647173
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,120,0.17410714285714285,0.6857142857142857,0.9250000000000002,1.0,0.73375
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,120,0.26223692602040816,0.45714285714285713,0.8943661971830986,1.0,0.6850429586447255
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,120,0.3624641262755102,1.0,0.7158273381294964,0.8,0.737241026693951
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,120,0.2594467474489796,0.0,0.890625,1.0,0.569076849489796
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,120,0.46233258928571425,0.5714285714285714,0.9025763152197445,0.5,0.631096555280209
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,120,0.16456074617346939,0.5714285714285714,0.46551724137931033,0.3,0.39042446450562984
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,120,0.09713807397959184,0.34285714285714286,0.5,0.3,0.3301419005102041
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,120,0.4008689413265306,0.45714285714285713,0.5,0.3,0.41945950255102044
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,120,0.16533801020408162,0.5714285714285714,0.5,0.3,0.40092474489795915
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,120,0.4418247767857143,0.6857142857142857,0.5,0.3,0.4847935267857143
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,120,0.11383928571428571,0.22857142857142856,0.0,0.5,0.20491071428571428
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,120,0.033482142857142856,0.22857142857142856,0.0,0.5,0.1888392857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,120,0.36991788903061223,0.6857142857142857,0.5,0.3,0.4704121492346939
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,120,0.17410714285714285,0.22857142857142856,0.0,0.5,0.21696428571428572
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,120,0.39453125,0.45714285714285713,0.5,0.3,0.41819196428571426
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,120,0.22098214285714285,0.0,1.0188577586206897,1.0,0.5998537561576355
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,120,0.22098214285714285,0.0,0.94375,1.0,0.5773214285714285
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,120,0.36013233418367346,1.0,0.829225352112676,0.7,0.7457940724705374
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,120,0.23772321428571427,0.22857142857142856,0.0,0.5,0.2296875
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,120,0.5002790178571428,0.0,0.9629380053908356,0.5,0.5139372051886792
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,120,0.2611607142857143,0.22857142857142856,0.0,0.5,0.234375
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,120,0.22767857142857142,0.22857142857142856,0.0,0.6,0.2526785714285714
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,120,0.3674864477040816,0.0,0.9707446808510638,0.8,0.5647206937961354
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,120,0.2124720982142857,0.0,0.8646616541353384,0.7,0.4768929158834586
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,120,0.4590640943877551,1.0,0.9821428571428571,0.5,0.7614556760204081
gemini-2.5-pro,0,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,0,1,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,0,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,0,3,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,0,4,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,1,0,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,1,1,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,1,2,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,1,3,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,1,4,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,2,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,2,1,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,2,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,2,3,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,2,4,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,3,0,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,3,1,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,3,2,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,3,3,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,3,4,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,4,0,3,1.0,0.2666666666666667,1.0,0.7,0.7416666666666667
gemini-2.5-pro,4,1,3,1.0,0.0,1.0,0.7,0.675
gemini-2.5-pro,4,2,3,1.0,1.0,1.0,0.9,0.975
gemini-2.5-pro,4,3,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,4,4,3,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,0,0,6,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,0,1,6,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,0,2,6,1.0,0.5333333333333334,0.9500000000000001,1.0,0.8683333333333334
gemini-2.5-pro,0,3,6,1.0,1.0,1.0,0.7,0.925
gemini-2.5-pro,0,4,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
gemini-2.5-pro,1,0,6,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,1,1,6,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,1,2,6,1.0,1.0,0.5,0.3,0.675
gemini-2.5-pro,1,3,6,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,1,4,6,1.0,1.0,0.5,0.6,0.75
gemini-2.5-pro,2,0,6,1.0,1.0,0.5,0.3,0.675
gemini-2.5-pro,2,1,6,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,2,2,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
gemini-2.5-pro,2,3,6,1.0,1.0,0.5,0.3,0.675
gemini-2.5-pro,2,4,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
gemini-2.5-pro,3,0,6,1.0,1.0,1.0,0.7,0.925
gemini-2.5-pro,3,1,6,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,3,2,6,1.0,0.5333333333333334,0.9500000000000001,1.0,0.8683333333333334
gemini-2.5-pro,3,3,6,1.0,1.0,1.0,0.7,0.925
gemini-2.5-pro,3,4,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
gemini-2.5-pro,4,0,6,1.0,0.5333333333333334,1.0,0.7,0.8083333333333333
gemini-2.5-pro,4,1,6,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gemini-2.5-pro,4,2,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
gemini-2.5-pro,4,3,6,1.0,1.0,1.0,0.7,0.925
gemini-2.5-pro,4,4,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
gemini-2.5-pro,0,0,13,0.31640625,0.48,1.0,0.7,0.65828125
gemini-2.5-pro,0,1,13,0.84765625,0.32,1.0,1.0,0.79953125
gemini-2.5-pro,0,2,13,0.296875,0.64,0.9500000000000001,0.7,0.6793750000000001
gemini-2.5-pro,0,3,13,1.0,0.48,1.0,1.0,0.8699999999999999
gemini-2.5-pro,0,4,13,0.421875,0.64,1.0,0.5,0.6693749999999999
gemini-2.5-pro,1,0,13,0.31640625,0.48,1.0,0.7,0.65828125
gemini-2.5-pro,1,1,13,0.4375,1.0,1.0,0.7,0.8125
gemini-2.5-pro,1,2,13,0.296875,0.64,0.9500000000000001,0.7,0.6793750000000001
gemini-2.5-pro,1,3,13,0.31640625,0.48,1.0,0.7,0.65828125
gemini-2.5-pro,1,4,13,0.421875,0.64,0.9333333333333332,0.7,0.6993750000000001
gemini-2.5-pro,2,0,13,1.0,0.48,1.0,1.0,0.8699999999999999
gemini-2.5-pro,2,1,13,1.0,1.0,1.0,0.7,0.925
gemini-2.5-pro,2,2,13,0.89453125,0.48,0.9642857142857143,1.0,0.8381919642857143
gemini-2.5-pro,2,3,13,0.31640625,0.48,1.0,0.7,0.65828125
gemini-2.5-pro,2,4,13,0.421875,0.64,0.5,0.3,0.469375
gemini-2.5-pro,3,0,13,1.0,0.48,1.0,1.0,0.8699999999999999
gemini-2.5-pro,3,1,13,0.4375,1.0,1.0,0.7,0.8125
gemini-2.5-pro,3,2,13,0.296875,0.48,0.5,0.3,0.40437500000000004
gemini-2.5-pro,3,3,13,1.0,0.48,1.0,1.0,0.8699999999999999
gemini-2.5-pro,3,4,13,0.421875,0.64,1.0,0.5,0.6693749999999999
gemini-2.5-pro,4,0,13,1.0,0.48,1.0,1.0,0.8699999999999999
gemini-2.5-pro,4,1,13,0.203125,1.0,1.0,0.7,0.765625
gemini-2.5-pro,4,2,13,0.89453125,0.48,1.0,0.8,0.79890625
gemini-2.5-pro,4,3,13,0.31640625,0.48,1.0,0.7,0.65828125
gemini-2.5-pro,4,4,13,0.421875,0.64,1.0,0.5,0.6693749999999999
gemini-2.5-pro,0,0,28,0.15192743764172334,0.4,0.5,0.3,0.3553854875283447
gemini-2.5-pro,0,1,28,0.2590702947845805,0.5333333333333334,1.0,0.7,0.6601473922902494
gemini-2.5-pro,0,2,28,0.22335600907029476,0.4,0.5,0.3,0.369671201814059
gemini-2.5-pro,0,3,28,0.10714285714285714,0.2666666666666667,0.0,0.5,0.2130952380952381
gemini-2.5-pro,0,4,28,0.3543083900226757,0.4,0.5,0.3,0.39586167800453514
gemini-2.5-pro,1,0,28,0.15192743764172334,0.4,0.5,0.3,0.3553854875283447
gemini-2.5-pro,1,1,28,0.15192743764172334,0.6666666666666667,1.0,0.7,0.6720521541950113
gemini-2.5-pro,1,2,28,0.22335600907029476,0.5333333333333334,0.5,0.3,0.4030045351473923
gemini-2.5-pro,1,3,28,0.10714285714285714,0.2666666666666667,0.0,0.5,0.2130952380952381
gemini-2.5-pro,1,4,28,0.2947845804988662,0.4,0.9166666666666666,0.7,0.6089569160997732
gemini-2.5-pro,2,0,28,0.15192743764172334,0.4,0.5,0.3,0.3553854875283447
gemini-2.5-pro,2,1,28,1.0,0.0,1.0,1.0,0.75
gemini-2.5-pro,2,2,28,0.22335600907029476,0.4,0.5,0.3,0.369671201814059
gemini-2.5-pro,2,3,28,0.10714285714285714,0.2666666666666667,0.0,0.5,0.2130952380952381
gemini-2.5-pro,2,4,28,0.2857142857142857,0.2666666666666667,0.0,0.5,0.2488095238095238
gemini-2.5-pro,3,0,28,0.15192743764172334,0.4,1.0,0.7,0.6053854875283446
gemini-2.5-pro,3,1,28,0.18764172335600907,0.6666666666666667,0.875,0.7,0.6416950113378685
gemini-2.5-pro,3,2,28,1.0,0.0,0.9652777777777778,1.0,0.7395833333333334
gemini-2.5-pro,3,3,28,0.9010770975056689,0.0,0.9861111111111112,1.0,0.7260487528344671
gemini-2.5-pro,3,4,28,0.33049886621315194,0.4,0.5,0.3,0.39109977324263034
gemini-2.5-pro,4,0,28,0.15192743764172334,0.4,1.0,0.7,0.6053854875283446
gemini-2.5-pro,4,1,28,0.18764172335600907,0.6666666666666667,1.0,0.7,0.6791950113378685
gemini-2.5-pro,4,2,28,0.22335600907029476,0.4,0.5,0.3,0.369671201814059
gemini-2.5-pro,4,3,28,0.9589002267573696,0.0,1.0,1.0,0.7417800453514739
gemini-2.5-pro,4,4,28,0.33049886621315194,0.4,0.5,0.3,0.39109977324263034
gemini-2.5-pro,0,0,60,0.0625,0.22857142857142856,0.0,0.5,0.19464285714285715
gemini-2.5-pro,0,1,60,0.13194444444444445,0.34285714285714286,1.0,0.7,0.5871031746031746
gemini-2.5-pro,0,2,60,0.1796875,0.22857142857142856,0.0,0.5,0.21808035714285712
gemini-2.5-pro,0,3,60,0.046875,0.22857142857142856,0.0,0.5,0.19151785714285713
gemini-2.5-pro,0,4,60,0.24479166666666666,0.22857142857142856,0.0,0.5,0.23110119047619046
gemini-2.5-pro,1,0,60,0.0625,0.22857142857142856,0.0,0.5,0.19464285714285715
gemini-2.5-pro,1,1,60,0.11469184027777778,0.34285714285714286,0.5,0.3,0.33365265376984127
