model,ins_id,param_id,length,candi_ori,logit_correct,num_doc,format,total_score
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,3,1.0,0.9,1.0,0.4,0.7642857142857142
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,3,1.0,1.0,1.0,0.4,0.7857142857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,3,1.0,0.9,1.0,0.4,0.7642857142857142
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,3,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,3,1.0,0.8000000000000002,1.0,0.4,0.7428571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,3,1.0,0.6,1.0,0.4,0.7000000000000001
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,3,1.0,0.8000000000000002,1.0,0.4,0.7428571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,3,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,3,1.0,1.0,1.0,0.4,0.7857142857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,3,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,3,1.0,0.20000000000000004,1.0,0.4,0.6142857142857142
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,3,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,3,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,3,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,3,1.0,0.6,1.0,0.4,0.7000000000000001
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,3,1.0,0.10000000000000002,1.0,0.4,0.5928571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,6,1.0,0.8000000000000002,1.0,0.4,0.7428571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,6,1.0,0.9499999999999998,1.0,0.4,0.775
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,6,1.0,0.85,1.0,0.4,0.7535714285714287
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,6,1.0,0.6,1.0,0.4,0.7000000000000001
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,6,1.0,0.3,1.0,0.4,0.6357142857142858
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,6,1.0,0.85,1.0,0.4,0.7535714285714287
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,6,1.0,0.9,1.0,0.4,0.7642857142857142
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,6,1.0,1.0,1.0,0.4,0.7857142857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,6,1.0,0.65,1.0,0.4,0.7107142857142856
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,6,1.0,0.3,1.0,0.4,0.6357142857142858
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,6,1.0,0.85,1.0,0.4,0.7535714285714287
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,6,1.0,0.85,1.0,0.4,0.7535714285714287
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,6,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,6,1.0,0.65,1.0,0.4,0.7107142857142856
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,6,1.0,0.9499999999999998,1.0,0.4,0.775
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,6,0.0,0.0,0.0,0.4,0.14285714285714285
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,6,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,6,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,6,1.0,0.65,1.0,0.4,0.7107142857142856
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,6,1.0,0.9,1.0,0.4,0.7642857142857142
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,6,1.0,1.0,1.0,0.4,0.7857142857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,6,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,6,1.0,0.75,1.0,0.4,0.7321428571428571
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,6,1.0,0.6,1.0,0.4,0.7000000000000001
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,6,1.0,0.3499999999999999,1.0,0.4,0.6464285714285715
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,13,1.0,0.9111111111111111,1.0,0.4,0.7666666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,13,1.0,0.8666666666666667,1.0,0.4,0.7571428571428571
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,13,1.0,0.8444444444444444,1.0,0.4,0.7523809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,13,1.0,0.6666666666666666,1.0,0.4,0.7142857142857143
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,13,1.0,0.8444444444444444,1.0,0.4,0.7523809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,13,1.0,0.8000000000000002,1.0,0.4,0.7428571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,13,1.0,0.8888888888888888,1.0,0.4,0.7619047619047619
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,13,1.0,0.8444444444444444,1.0,0.4,0.7523809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,13,1.0,0.6666666666666666,1.0,0.4,0.7142857142857143
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,13,1.0,0.8222222222222223,1.0,0.4,0.7476190476190476
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,13,1.0,0.8222222222222223,1.0,0.4,0.7476190476190476
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,13,1.0,0.8444444444444444,1.0,0.4,0.7523809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,13,1.0,0.8888888888888888,1.0,0.4,0.7619047619047619
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,13,1.0,0.6444444444444445,1.0,0.4,0.7095238095238096
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,13,1.0,0.7777777777777778,1.0,0.4,0.7380952380952381
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,13,1.0,0.9333333333333332,1.0,0.4,0.7714285714285715
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,13,1.0,0.9555555555555556,1.0,0.4,0.7761904761904762
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,13,1.0,0.9333333333333332,1.0,0.4,0.7714285714285715
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,13,1.0,0.6666666666666666,1.0,0.4,0.7142857142857143
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,13,1.0,0.8000000000000002,1.0,0.4,0.7428571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,13,1.0,0.8888888888888888,1.0,0.4,0.7619047619047619
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,13,1.0,0.7777777777777778,1.0,0.4,0.7380952380952381
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,13,1.0,0.9111111111111111,1.0,0.4,0.7666666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,13,1.0,0.6888888888888888,1.0,0.4,0.719047619047619
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,13,1.0,0.7555555555555555,1.0,0.4,0.7333333333333333
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,28,1.0,0.7857142857142857,1.0,0.4,0.7397959183673469
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,28,1.0,0.826530612244898,1.0,0.4,0.7485422740524782
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,28,1.0,0.7551020408163266,1.0,0.4,0.7332361516034985
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,28,1.0,0.6836734693877551,1.0,0.4,0.7179300291545189
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,28,0.0,0.0,0.3401360544217687,0.0,0.0728862973760933
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,28,1.0,0.8163265306122449,1.0,0.4,0.7463556851311954
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,28,1.0,0.7857142857142857,1.0,0.4,0.7397959183673469
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,28,1.0,0.8367346938775512,1.0,0.4,0.7507288629737611
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,28,1.0,0.673469387755102,1.0,0.4,0.7157434402332361
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,28,1.0,0.21428571428571427,1.0,0.4,0.6173469387755102
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,28,1.0,0.826530612244898,1.0,0.4,0.7485422740524782
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,28,1.0,0.8367346938775512,1.0,0.4,0.7507288629737611
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,28,1.0,0.7448979591836734,1.0,0.4,0.7310495626822158
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,28,0.0,0.0,0.0,0.0,0.0
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,28,1.0,0.14285714285714285,1.0,0.4,0.6020408163265306
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,28,0.0,0.0,0.3571428571428572,0.0,0.07653061224489797
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,28,1.0,0.7040816326530613,1.0,0.4,0.7223032069970845
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,28,1.0,0.7142857142857143,1.0,0.4,0.7244897959183673
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,28,0.0,0.0,0.7568027210884353,0.0,0.16217201166180756
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,28,0.0,0.0,0.3741496598639456,0.0,0.08017492711370264
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,28,0.0,0.0,0.4166666666666667,0.0,0.08928571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,28,1.0,0.8979591836734694,1.0,0.4,0.7638483965014577
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,28,1.0,0.7551020408163266,1.0,0.4,0.7332361516034985
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,28,1.0,0.6938775510204082,1.0,0.4,0.7201166180758017
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,28,0.0,0.0,0.70578231292517,0.0,0.15123906705539358
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,60,0.0,0.0,0.686046511627907,0.0,0.14700996677740866
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,60,0.0,0.0,0.4457364341085272,0.0,0.09551495016611297
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,60,0.0,0.0,0.4186046511627907,0.0,0.08970099667774087
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,60,0.0,0.0,0.7209302325581395,0.0,0.15448504983388703
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,60,0.0,0.0,0.46899224806201545,0.0,0.10049833887043189
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,60,0.0,0.0,0.6395348837209303,0.0,0.13704318936877077
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,60,0.0,0.0,0.6124031007751939,0.0,0.13122923588039867
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,60,0.0,0.0,0.3449612403100775,0.0,0.0739202657807309
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,60,0.0,0.0,0.20155038759689928,0.0,0.04318936877076413
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,60,0.0,0.0,0.3604651162790698,0.0,0.07724252491694353
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,60,0.0,0.0,0.813953488372093,0.0,0.1744186046511628
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,60,0.0,0.0,0.46511627906976744,0.0,0.09966777408637874
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,60,0.0,0.0,0.4844961240310077,0.0,0.10382059800664452
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,60,1.0,0.6232558139534884,1.0,0.4,0.7049833887043189
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,60,0.0,0.0,0.7596899224806202,0.0,0.16279069767441862
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,60,0.0,0.0,0.6124031007751939,0.0,0.13122923588039867
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,60,0.0,0.0,0.5077519379844961,0.0,0.10880398671096346
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,60,0.0,0.0,0.5271317829457364,0.0,0.11295681063122923
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,60,0.0,0.0,0.18992248062015502,0.0,0.04069767441860465
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,60,0.0,0.0,0.36434108527131787,0.0,0.07807308970099669
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,60,0.0,0.0,0.5775193798449613,0.0,0.12375415282392026
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,60,0.0,0.0,0.34883720930232553,0.0,0.07475083056478404
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,60,0.0,0.0,0.7441860465116279,0.0,0.15946843853820597
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,60,0.0,0.0,0.43798449612403095,0.0,0.09385382059800663
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,60,0.0,0.0,0.3604651162790698,0.0,0.07724252491694353
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,120,0.0,0.0,0.319476520400308,0.0,0.06845925437149457
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,120,0.0,0.0,0.2251732101616628,0.0,0.048251402177499174
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,120,0.0,0.0,0.2790608160123172,0.0,0.05979874628835369
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,120,0.0,0.0,0.275211701308699,0.0,0.05897393599472121
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,120,0.0,0.0,0.7852193995381063,0.0,0.16826129990102276
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,120,0.0,0.0,0.3329484218629715,0.0,0.07134609039920818
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,120,0.0,0.0,0.39260969976905313,0.0,0.08413064995051138
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,120,0.0,0.0,0.2424942263279446,0.0,0.05196304849884527
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,120,0.0,0.0,0.2848344880677444,0.0,0.06103596172880237
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,120,0.0,0.0,0.3887605850654349,0.0,0.0833058396568789
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,120,0.0,0.0,0.7871439568899153,0.0,0.16867370504783902
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,120,0.0,0.0,0.7909930715935335,0.0,0.16949851534147145
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,120,0.0,0.0,0.4965357967667437,0.4,0.2492576707357308
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,120,0.0,0.0,0.7986913010007699,0.0,0.1711481359287364
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,120,0.0,0.0,0.7871439568899153,0.0,0.16867370504783902
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,120,0.0,0.0,0.2694380292532717,0.0,0.057736720554272515
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,120,0.0,0.0,0.275211701308699,0.0,0.05897393599472121
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,120,0.0,0.0,0.21939953810623555,0.0,0.047014186737050476
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,120,0.0,0.0,0.7659738260200154,0.6,0.37842296271857473
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,120,0.0,0.0,0.26558891454965355,0.0,0.05691191026064004
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,120,0.0,0.0,0.24056966897613552,0.0,0.05155064335202904
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,120,0.0,0.0,0.20977675134719012,0.0,0.04495216100296932
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,120,0.0,0.0,0.28098537336412627,0.0,0.06021115143516991
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,120,0.0,0.0,0.2521170130869899,0.0,0.054025074232926414
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,120,0.0,0.0,0.2501924557351809,0.0,0.05361266908611019
o4-mini,0,0,3,1.0,0.6,1.0,0.8,0.8428571428571429
o4-mini,0,1,3,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,0,2,3,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,0,3,3,1.0,0.4000000000000001,1.0,0.4,0.6571428571428571
o4-mini,0,4,3,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,1,0,3,1.0,0.8000000000000002,1.0,0.4,0.7428571428571429
o4-mini,1,1,3,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,1,2,3,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,1,3,3,1.0,0.4000000000000001,1.0,0.4,0.6571428571428571
o4-mini,1,4,3,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,2,0,3,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,2,1,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
o4-mini,2,2,3,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,2,3,3,1.0,0.4000000000000001,1.0,0.4,0.6571428571428571
o4-mini,2,4,3,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,3,0,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
o4-mini,3,1,3,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,3,2,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
o4-mini,3,3,3,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,3,4,3,1.0,0.8000000000000002,1.0,0.8,0.8857142857142858
o4-mini,4,0,3,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,4,1,3,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,4,2,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
o4-mini,4,3,3,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,4,4,3,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,0,0,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,0,1,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,0,2,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,0,3,6,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,0,4,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,1,0,6,1.0,0.9499999999999998,1.0,0.8,0.9178571428571428
o4-mini,1,1,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,1,2,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,1,3,6,1.0,0.55,1.0,0.4,0.6892857142857143
o4-mini,1,4,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,2,0,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,2,1,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,2,2,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,2,3,6,1.0,0.55,1.0,0.4,0.6892857142857143
o4-mini,2,4,6,1.0,0.85,1.0,0.4,0.7535714285714287
o4-mini,3,0,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,3,1,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,3,2,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,3,3,6,1.0,0.65,1.0,0.4,0.7107142857142856
o4-mini,3,4,6,1.0,0.85,1.0,0.4,0.7535714285714287
o4-mini,4,0,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,4,1,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,4,2,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,4,3,6,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,4,4,6,1.0,0.9499999999999998,1.0,0.4,0.775
o4-mini,0,0,13,1.0,0.6888888888888888,1.0,0.4,0.719047619047619
o4-mini,0,1,13,1.0,0.7111111111111111,1.0,0.4,0.7238095238095238
o4-mini,0,2,13,1.0,0.8444444444444444,1.0,0.4,0.7523809523809524
o4-mini,0,3,13,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,0,4,13,1.0,0.7111111111111111,1.0,0.4,0.7238095238095238
o4-mini,1,0,13,1.0,0.8222222222222223,1.0,0.4,0.7476190476190476
o4-mini,1,1,13,1.0,0.7333333333333333,1.0,0.4,0.7285714285714285
o4-mini,1,2,13,1.0,0.7777777777777778,1.0,0.4,0.7380952380952381
o4-mini,1,3,13,1.0,0.5111111111111111,1.0,0.4,0.680952380952381
o4-mini,1,4,13,1.0,0.6222222222222222,1.0,0.4,0.7047619047619048
o4-mini,2,0,13,1.0,0.8222222222222223,1.0,0.4,0.7476190476190476
o4-mini,2,1,13,1.0,0.7333333333333333,1.0,0.4,0.7285714285714285
o4-mini,2,2,13,1.0,0.7777777777777778,1.0,0.8,0.880952380952381
o4-mini,2,3,13,1.0,0.5555555555555556,1.0,0.4,0.6904761904761905
o4-mini,2,4,13,1.0,0.6444444444444445,1.0,0.4,0.7095238095238096
o4-mini,3,0,13,1.0,0.8222222222222223,1.0,0.4,0.7476190476190476
o4-mini,3,1,13,1.0,0.6666666666666666,1.0,0.4,0.7142857142857143
o4-mini,3,2,13,1.0,0.8222222222222223,1.0,0.4,0.7476190476190476
o4-mini,3,3,13,1.0,0.6444444444444445,1.0,0.4,0.7095238095238096
o4-mini,3,4,13,1.0,0.6,1.0,0.4,0.7000000000000001
o4-mini,4,0,13,1.0,0.8666666666666667,1.0,0.4,0.7571428571428571
o4-mini,4,1,13,1.0,0.7555555555555555,1.0,0.4,0.7333333333333333
o4-mini,4,2,13,1.0,0.7555555555555555,1.0,0.4,0.7333333333333333
o4-mini,4,3,13,1.0,0.6444444444444445,1.0,0.4,0.7095238095238096
o4-mini,4,4,13,1.0,0.7111111111111111,1.0,0.4,0.7238095238095238
o4-mini,0,0,28,1.0,0.8163265306122449,1.0,0.4,0.7463556851311954
o4-mini,0,1,28,1.0,0.6938775510204082,1.0,0.4,0.7201166180758017
o4-mini,0,2,28,1.0,0.8367346938775512,1.0,0.4,0.7507288629737611
o4-mini,0,3,28,1.0,0.6836734693877551,1.0,0.4,0.7179300291545189
o4-mini,0,4,28,1.0,0.5,1.0,0.4,0.6785714285714286
o4-mini,1,0,28,1.0,0.8571428571428571,1.0,0.4,0.7551020408163265
o4-mini,1,1,28,1.0,0.7959183673469387,1.0,0.4,0.7419825072886298
o4-mini,1,2,28,1.0,0.8571428571428571,1.0,0.4,0.7551020408163265
o4-mini,1,3,28,1.0,0.6020408163265306,1.0,0.6,0.771865889212828
o4-mini,1,4,28,1.0,0.5714285714285714,1.0,0.4,0.6938775510204082
o4-mini,2,0,28,1.0,0.8673469387755102,1.0,0.4,0.7572886297376094
o4-mini,2,1,28,1.0,0.7244897959183674,1.0,0.4,0.7266763848396501
o4-mini,2,2,28,1.0,0.8469387755102041,1.0,0.4,0.7529154518950437
o4-mini,2,3,28,1.0,0.5306122448979592,1.0,0.6,0.7565597667638484
o4-mini,2,4,28,1.0,0.5102040816326531,1.0,0.4,0.6807580174927114
o4-mini,3,0,28,1.0,0.8571428571428571,1.0,0.4,0.7551020408163265
o4-mini,3,1,28,1.0,0.826530612244898,1.0,0.4,0.7485422740524782
o4-mini,3,2,28,1.0,0.8469387755102041,1.0,0.4,0.7529154518950437
o4-mini,3,3,28,1.0,0.5918367346938775,1.0,0.4,0.6982507288629737
o4-mini,3,4,28,1.0,0.6122448979591837,1.0,0.4,0.7026239067055393
o4-mini,4,0,28,1.0,0.8571428571428571,1.0,0.4,0.7551020408163265
o4-mini,4,1,28,1.0,0.7448979591836734,1.0,0.4,0.7310495626822158
o4-mini,4,2,28,1.0,0.8469387755102041,1.0,0.4,0.7529154518950437
o4-mini,4,3,28,1.0,0.5102040816326531,1.0,0.8,0.8236151603498543
o4-mini,4,4,28,1.0,0.8061224489795918,1.0,0.4,0.7441690962099126
o4-mini,0,0,60,0.0,0.0,0.17829457364341086,0.4,0.18106312292358803
o4-mini,0,1,60,0.0,0.0,0.7751937984496124,0.6,0.38039867109634556
o4-mini,0,2,60,1.0,0.7395348837209302,1.0,0.4,0.7299003322259136
o4-mini,0,3,60,1.0,0.627906976744186,1.0,0.4,0.7059800664451827
o4-mini,0,4,60,1.0,0.5906976744186047,1.0,0.4,0.6980066445182723
o4-mini,1,0,60,1.0,0.7162790697674418,1.0,0.4,0.7249169435215946
o4-mini,1,1,60,1.0,0.6325581395348837,1.0,0.6,0.778405315614618
o4-mini,1,2,60,0.0,0.0,0.3875968992248062,0.4,0.22591362126245848
o4-mini,1,3,60,1.0,0.5953488372093023,1.0,0.4,0.6990033222591362
o4-mini,1,4,60,1.0,0.7534883720930233,1.0,0.4,0.7328903654485049
o4-mini,2,0,60,1.0,0.6046511627906976,1.0,0.4,0.7009966777408637
o4-mini,2,1,60,0.0,0.0,0.7713178294573644,0.4,0.3081395348837209
o4-mini,2,2,60,1.0,0.6697674418604652,1.0,0.4,0.7149501661129568
o4-mini,2,3,60,1.0,0.3953488372093023,1.0,0.6,0.7275747508305648
o4-mini,2,4,60,1.0,0.772093023255814,1.0,0.4,0.7368770764119601
o4-mini,3,0,60,1.0,0.6093023255813953,1.0,0.4,0.7019933554817276
o4-mini,3,1,60,1.0,0.6186046511627907,1.0,0.4,0.7039867109634551
o4-mini,3,2,60,1.0,0.7069767441860465,1.0,0.4,0.7229235880398671
o4-mini,3,3,60,1.0,0.5302325581395348,1.0,0.4,0.6850498338870432
o4-mini,3,4,60,1.0,0.6186046511627907,1.0,0.6,0.7754152823920266
o4-mini,4,0,60,1.0,0.7953488372093022,1.0,0.4,0.741860465116279
o4-mini,4,1,60,1.0,0.6930232558139536,1.0,0.4,0.7199335548172758
o4-mini,4,2,60,0.0,0.0,0.7713178294573644,0.4,0.3081395348837209
o4-mini,4,3,60,1.0,0.5906976744186047,1.0,0.4,0.6980066445182723
o4-mini,4,4,60,0.0,0.0,0.6666666666666666,0.0,0.14285714285714285
o4-mini,0,0,120,0.0,0.0,0.7871439568899153,0.0,0.16867370504783902
o4-mini,0,1,120,0.0,0.0,0.12124711316397224,0.0,0.025981524249422624
o4-mini,0,2,120,1.0,0.5750577367205543,1.0,0.4,0.6946552292972615
o4-mini,0,3,120,0.0,0.0,0.4772902232486527,0.6,0.3165621906961399
o4-mini,0,4,120,0.0,0.0,0.19245573518090833,0.6,0.2555262289673375
o4-mini,1,0,120,0.0,0.0,0.19245573518090833,0.4,0.18409765753876606
o4-mini,1,1,120,1.0,0.6558891454965358,1.0,0.4,0.7119762454635434
